_Id;Amparo Legal;Ano;Descricao Infracao;Escopo Autuacao;Mes;Quantidade Autos;Uf
6407641B305A576376E6F33D;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;JANEIRO;2;MG
6407641B305A576376E6F340;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;JANEIRO;3;RJ
6407641B305A576376E6F33E;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;JANEIRO;1;MS
6407641B305A576376E6F341;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT em até 600 kg;CMT - Capacidade Máxima de Tração;JANEIRO;5;RJ
6407641B305A576376E6F344;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;JANEIRO;6330;RJ
6407641B305A576376E6F34B;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;JANEIRO;809;MG
6407641B305A576376E6F34C;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;JANEIRO;7;MS
6407641B305A576376E6F34D;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;41;MS
6407641B305A576376E6F351;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;JANEIRO;364;PR
6407641B305A576376E6F354;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;435;RJ
6407641B305A576376E6F355;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;JANEIRO;2991;RJ
6407641B305A576376E6F356;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;JANEIRO;10;RS
6407641B305A576376E6F35F;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;FEVEREIRO;1;PR
6407641B305A576376E6F362;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT em até 600 kg;CMT - Capacidade Máxima de Tração;FEVEREIRO;4;RJ
6407641B305A576376E6F367;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;FEVEREIRO;89;ES
6407641B305A576376E6F368;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;FEVEREIRO;106;ES
6407641B305A576376E6F36E;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;FEVEREIRO;51;PR
6407641B305A576376E6F372;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;FEVEREIRO;400;RJ
6407641B305A576376E6F374;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;FEVEREIRO;17;RS
6407641B305A576376E6F380;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;CMT - Capacidade Máxima de Tração;MARÇO;3;RJ
6407641B305A576376E6F383;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;MARÇO;631;ES
6407641B305A576376E6F38B;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MARÇO;495;MG
6407641B305A576376E6F38F;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MARÇO;406;RJ
6407641B305A576376E6F390;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MARÇO;453;RJ
6407641B305A576376E6F394;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MARÇO;418;RS
6407641B305A576376E6F397;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MARÇO;839;SC
6407641B305A576376E6F39C;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;CMT - Capacidade Máxima de Tração;ABRIL;1;MS
6407641B305A576376E6F3A3;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;ABRIL;385;ES
6407641B305A576376E6F3A6;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;ABRIL;4152;RJ
6407641B305A576376E6F3A7;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;ABRIL;531;SP
6407641B305A576376E6F3A9;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;ABRIL;100;ES
6407641B305A576376E6F3AA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;ABRIL;930;ES
6407641B305A576376E6F3AD;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;ABRIL;248;GO
6407641B305A576376E6F3B1;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;6;MS
6407641B305A576376E6F3B3;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;ABRIL;103;MS
6407641B305A576376E6F3B6;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;ABRIL;750;PR
6407641B305A576376E6F3B7;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;353;RJ
6407641B305A576376E6F3B8;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;ABRIL;469;RJ
6407641B305A576376E6F3BD;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;119;SC
6407641B305A576376E6F3C0;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;65;SP
6407641B305A576376E6F3C4;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;MAIO;5;MG
6407641B305A576376E6F3C5;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;MAIO;1;PR
6407641B305A576376E6F3C9;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;MAIO;1;SC
6407641B305A576376E6F3CF;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;6;BA
6407641B305A576376E6F3D1;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;157;ES
6407641B305A576376E6F3D2;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MAIO;1170;ES
6407641B305A576376E6F3D4;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;19;GO
6407641B305A576376E6F3D7;;2021;Realizar transporte permissionado de passageiros, sem a emissão de bilh;Excesso de Peso;MAIO;1;MG
6407641B305A576376E6F3DD;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MAIO;91;MS
6407641B305A576376E6F3E1;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;365;RJ
6407641B305A576376E6F3E2;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MAIO;445;RJ
6407641B305A576376E6F3E3;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MAIO;3110;RJ
6407641B305A576376E6F3E4;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;47;RS
6407641B305A576376E6F3E5;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MAIO;72;RS
6407641B305A576376E6F3E6;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;MAIO;568;RS
6407641B305A576376E6F3E7;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MAIO;119;SC
6407641B305A576376E6F3EA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MAIO;45;SP
6407641B305A576376E6F3ED;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;JUNHO;2;ES
6407641B305A576376E6F3F8;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;JUNHO;1;BA
6407641B305A576376E6F3F9;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JUNHO;84;ES
6407641B305A576376E6F3FC;;2021;Realizar transporte permissionado de passageiros, sem a emissão de bilh;Excesso de Peso;JUNHO;5;GO
6407641B305A576376E6F3FE;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;JUNHO;92;GO
6407641B305A576376E6F40A;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JUNHO;353;RJ
6407641B305A576376E6F410;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JUNHO;165;SC
6407641B305A576376E6F413;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JUNHO;115;SP
6407641B305A576376E6F418;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;JULHO;1;PR
6407641B305A576376E6F345;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;JANEIRO;422;SP
6407641B305A576376E6F346;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;JANEIRO;69;ES
6407641B305A576376E6F349;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;JANEIRO;57;MG
6407641B305A576376E6F350;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;58;PR
6407641B305A576376E6F357;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;17;RS
6407641B305A576376E6F358;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;JANEIRO;154;RS
6407641B305A576376E6F35A;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;113;SC
6407641B305A576376E6F35D;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;JANEIRO;66;SP
6407641B305A576376E6F363;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;FEVEREIRO;2;SP
6407641B305A576376E6F366;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;2021;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;Evasão de Balança;FEVEREIRO;395;SP
6407641B305A576376E6F36D;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;FEVEREIRO;347;MG
6407641B305A576376E6F376;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;FEVEREIRO;339;RS
6407641B305A576376E6F377;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;FEVEREIRO;61;SC
6407641B305A576376E6F378;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;FEVEREIRO;154;SC
6407641B305A576376E6F37B;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;FEVEREIRO;55;SP
6407641B305A576376E6F37E;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;MARÇO;1;RJ
6407641B305A576376E6F37F;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT em até 600 kg;CMT - Capacidade Máxima de Tração;MARÇO;2;RJ
6407641B305A576376E6F381;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;MARÇO;1;SC
6407641B305A576376E6F386;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MARÇO;103;ES
6407641B305A576376E6F38C;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MARÇO;31;PR
6407641B305A576376E6F392;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;MARÇO;12;RS
6407641B305A576376E6F396;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MARÇO;207;SC
6407641B305A576376E6F399;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;MARÇO;74;SP
6407641B305A576376E6F39E;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT em até 600 kg;CMT - Capacidade Máxima de Tração;ABRIL;1;RJ
6407641B305A576376E6F3A0;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;CMT - Capacidade Máxima de Tração;ABRIL;1;RJ
6407641B305A576376E6F3A1;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo excedendo a CMT acima de 1000 kg;CMT - Capacidade Máxima de Tração;ABRIL;1;RS
6407641B305A576376E6F3AB;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;7;GO
6407641B305A576376E6F3AF;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;Excesso de Peso;ABRIL;164;MG
6407641B305A576376E6F3B0;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - Por Eixo;Excesso de Peso;ABRIL;948;MG
6407641B305A576376E6F3B4;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;2021;Transitar com o veículo com excesso de peso - PBT/PBTC;Excesso de Peso;ABRIL;73;PR
